archivo,greedy_secuencia,greedy_costo,greedy_tiempo,neighbour_secuencia,neighbour_costo,neighbour_tiempo,grasp_secuencia,grasp_costo,grasp_tiempo,bks,gap_greedy,gap_neighbour,gap_grasp
cgl_114.catsp,"[0, 1, 114, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 24, 25, 26, 27, 28, 93, 94, 95, 96, 97, 107, 37, 38, 39, 40, 41, 42, 43, 86, 87, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 88, 89, 90, 91, 92, 34, 35, 36, 111, 112, 110, 109, 113, 108, 105, 106, 98, 99, 100, 101, 102, 103, 104, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 29, 30, 31, 32, 33]",1013455.0,0.0009620189666748047,"[0, 1, 114, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 24, 25, 26, 27, 28, 93, 94, 95, 96, 97, 107, 37, 38, 39, 40, 41, 42, 43, 86, 87, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 88, 89, 90, 91, 92, 34, 35, 36, 111, 112, 110, 109, 113, 108, 105, 106, 98, 99, 100, 101, 102, 103, 104, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 29, 30, 31, 32, 33]",inf,0.06385993957519531,,inf,1.6950831413269043,8685.0,1004770.0,inf,inf
cgl_45.catsp,"[0, 45, 1, 4, 5, 7, 8, 11, 9, 10, 12, 13, 14, 15, 16, 17, 29, 28, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 2, 3, 6, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",3006583.0,0.00017714500427246094,"[0, 45, 1, 4, 5, 7, 8, 11, 9, 10, 12, 13, 14, 15, 16, 17, 29, 28, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 2, 3, 6, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",inf,0.0024788379669189453,,inf,0.06455206871032715,8154.0,2998429.0,inf,inf
cgl_78.catsp,"[0, 4, 5, 6, 7, 10, 78, 1, 2, 3, 9, 8, 11, 12, 13, 14, 15, 29, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 34, 35, 36, 37, 38, 42, 39, 40, 41, 16, 17, 30, 33, 31, 32, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 77, 68, 69, 70, 71, 72, 73, 74, 75, 76]",3008991.0,0.00046896934509277344,"[0, 4, 5, 6, 7, 10, 78, 1, 2, 3, 9, 8, 11, 12, 13, 14, 15, 29, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 34, 35, 36, 37, 38, 42, 39, 40, 41, 16, 17, 30, 33, 31, 32, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 77, 68, 69, 70, 71, 72, 73, 74, 75, 76]",inf,0.011701107025146484,,inf,0.27045106887817383,8985.0,3000006.0,inf,inf
cgl_28.catsp,"[0, 1, 28, 2, 21, 4, 5, 6, 7, 8, 9, 10, 11, 23, 22, 24, 25, 26, 27, 3, 12, 20, 13, 14, 15, 16, 17, 18, 19]",1002334.0,8.440017700195312e-05,"[0, 1, 28, 2, 21, 4, 5, 6, 7, 8, 9, 10, 11, 23, 22, 24, 25, 26, 27, 3, 12, 20, 13, 14, 15, 16, 17, 18, 19]",inf,0.0008089542388916016,"[5, 3, 0, 1, 8, 11, 6, 9, 4, 7, 10, 26, 27, 25, 24, 23, 22, 21, 2, 28, 13, 15, 14, 16, 17, 18, 19, 12, 20]",2219.0,0.10234189033508301,2833.0,999501.0,inf,-614.0
cgl_50.catsp,"[0, 50, 1, 2, 3, 5, 4, 16, 6, 8, 9, 10, 11, 12, 15, 13, 14, 7, 17, 30, 28, 29, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 31, 32, 49, 33, 34, 35, 36, 37, 38, 39, 40, 42, 41, 45, 46, 47, 48, 43, 44]",1004956.0,0.00021004676818847656,"[0, 50, 1, 2, 3, 5, 4, 16, 6, 8, 9, 10, 11, 12, 15, 13, 14, 7, 17, 30, 28, 29, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 31, 32, 49, 33, 34, 35, 36, 37, 38, 39, 40, 42, 41, 45, 46, 47, 48, 43, 44]",inf,0.0027298927307128906,,inf,0.19453692436218262,6155.0,998801.0,inf,inf
cgl_17.catsp,"[0, 17, 1, 3, 4, 5, 6, 7, 16, 8, 9, 10, 11, 12, 13, 14, 15, 2]",1003169.0,3.7670135498046875e-05,"[0, 17, 1, 3, 4, 5, 6, 7, 16, 8, 9, 10, 11, 12, 13, 14, 15, 2]",inf,0.0002429485321044922,"[0, 1, 3, 4, 2, 17, 8, 10, 9, 11, 12, 13, 14, 15, 16, 7, 5, 6]",4103.0,0.01377105712890625,4422.0,998747.0,inf,-319.0
cgl_33.catsp,"[0, 33, 1, 3, 5, 4, 2, 6, 7, 9, 10, 12, 11, 8, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 32, 30, 31, 22]",3004671.0,9.608268737792969e-05,"[0, 33, 1, 3, 5, 4, 2, 6, 7, 9, 10, 12, 11, 8, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 32, 30, 31, 22]",inf,0.0006799697875976562,,inf,0.044801950454711914,9073.0,2995598.0,inf,inf
cgl_76.catsp,"[0, 1, 76, 2, 73, 72, 38, 32, 33, 34, 35, 36, 37, 31, 28, 27, 26, 22, 21, 20, 19, 17, 18, 13, 12, 14, 9, 11, 10, 3, 4, 5, 6, 7, 8, 15, 16, 23, 24, 25, 29, 30, 44, 45, 41, 42, 43, 39, 40, 66, 67, 46, 47, 48, 64, 65, 49, 50, 51, 52, 53, 54, 55, 56, 59, 60, 57, 58, 61, 62, 63, 68, 70, 69, 75, 71, 74]",1011112.0,0.00046706199645996094,"[0, 1, 76, 2, 73, 72, 38, 32, 33, 34, 35, 36, 37, 31, 28, 27, 26, 22, 21, 20, 19, 17, 18, 13, 12, 14, 9, 11, 10, 3, 4, 5, 6, 7, 8, 15, 16, 23, 24, 25, 29, 30, 44, 45, 41, 42, 43, 39, 40, 66, 67, 46, 47, 48, 64, 65, 49, 50, 51, 52, 53, 54, 55, 56, 59, 60, 57, 58, 61, 62, 63, 68, 70, 69, 75, 71, 74]",inf,0.011197090148925781,,inf,0.2674880027770996,9399.0,1001713.0,inf,inf
cgl_107.catsp,"[0, 1, 107, 2, 3, 4, 96, 7, 6, 5, 71, 72, 73, 74, 89, 90, 91, 92, 93, 94, 95, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 51, 52, 53, 54, 55, 26, 27, 28, 16, 17, 23, 24, 25, 13, 12, 14, 22, 32, 33, 34, 35, 36, 37, 38, 40, 15, 41, 31, 39, 42, 43, 44, 47, 45, 46, 48, 21, 49, 18, 29, 19, 20, 30, 50, 8, 9, 10, 11, 97, 98, 99, 100, 101, 102, 103, 105, 106, 104]",1006274.0,0.000865936279296875,"[0, 1, 5, 6, 7, 96, 4, 3, 2, 107, 71, 72, 73, 74, 89, 90, 91, 92, 93, 94, 95, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 51, 52, 53, 54, 55, 28, 16, 17, 23, 24, 25, 13, 22, 14, 12, 32, 33, 34, 35, 36, 37, 38, 40, 15, 41, 31, 39, 42, 43, 44, 46, 45, 47, 48, 21, 30, 20, 19, 49, 18, 29, 50, 26, 27, 8, 9, 10, 11, 97, 98, 99, 100, 101, 102, 103, 105, 106, 104]",6381.0,0.33633899688720703,,inf,1.1234400272369385,5515.0,1000759.0,866.0,inf
cgl_37.catsp,"[0, 1, 37, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 31, 26, 27, 28, 29, 30, 32, 34, 35, 36, 33]",2003385.0,0.00012302398681640625,"[0, 1, 37, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 31, 26, 27, 28, 29, 30, 32, 34, 35, 36, 33]",inf,0.002187013626098633,,inf,0.15427899360656738,4883.0,1998502.0,inf,inf
cgl_72.catsp,"[0, 1, 2, 3, 4, 5, 72, 6, 49, 50, 48, 51, 52, 53, 54, 55, 64, 65, 66, 67, 68, 69, 71, 56, 57, 58, 59, 60, 61, 62, 63, 70, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 46, 47, 26, 43, 45, 44]",3006643.0,0.0003960132598876953,"[0, 1, 2, 3, 4, 5, 72, 6, 49, 50, 48, 51, 52, 53, 54, 55, 64, 65, 66, 67, 68, 69, 71, 56, 57, 58, 59, 60, 61, 62, 63, 70, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 46, 47, 26, 43, 45, 44]",inf,0.008960962295532227,,inf,0.23085284233093262,7664.0,2998979.0,inf,inf
cgl_70.catsp,"[0, 70, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 22, 23, 24, 25, 26, 27, 20, 21, 19, 18, 17, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 42, 43, 35, 48, 49, 50, 51, 52, 69, 59, 58, 57, 56, 53, 54, 55, 60, 61, 62, 63, 64, 65, 68, 66, 67, 39, 40, 41, 44, 45, 46, 47]",3007876.0,0.0003762245178222656,"[0, 70, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 22, 23, 24, 25, 26, 27, 20, 21, 19, 18, 17, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 42, 43, 35, 48, 49, 50, 51, 52, 69, 59, 58, 57, 56, 53, 54, 55, 60, 61, 62, 63, 64, 65, 68, 66, 67, 39, 40, 41, 44, 45, 46, 47]",inf,0.008083820343017578,,inf,0.25977492332458496,9235.0,2998641.0,inf,inf
cgl_32.catsp,"[0, 32, 1, 2, 27, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 31, 30]",1004407.0,9.202957153320312e-05,"[0, 1, 2, 3, 27, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 32, 31, 29, 28, 30]",6369.0,0.0031280517578125,"[25, 26, 24, 23, 22, 32, 16, 18, 13, 17, 15, 7, 11, 12, 10, 6, 8, 14, 19, 9, 20, 21, 5, 4, 27, 3, 1, 2, 28, 30, 0, 31, 29]",4970.0,0.08481001853942871,4035.0,1000372.0,2334.0,935.0
cgl_48.catsp,"[0, 1, 2, 3, 4, 5, 48, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 22, 23, 21, 17, 18, 19, 20, 24, 25, 34, 30, 31, 29, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 26, 27, 28, 32, 33, 35, 36]",4005108.0,0.0001900196075439453,"[0, 1, 2, 3, 4, 5, 48, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 22, 23, 21, 17, 18, 19, 20, 24, 25, 34, 30, 31, 29, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 26, 27, 28, 32, 33, 35, 36]",inf,0.0029807090759277344,,inf,0.10191822052001953,9275.0,3995833.0,inf,inf
cgl_70b.catsp,"[0, 70, 1, 64, 65, 63, 66, 68, 69, 67, 2, 61, 3, 4, 53, 44, 43, 36, 42, 39, 34, 35, 40, 41, 32, 33, 23, 9, 10, 11, 12, 13, 24, 30, 47, 29, 51, 17, 38, 46, 50, 16, 37, 45, 5, 15, 18, 19, 25, 6, 26, 48, 27, 28, 31, 49, 8, 7, 22, 52, 14, 21, 20, 54, 55, 56, 57, 58, 59, 60, 62]",3004285.0,0.0003840923309326172,"[0, 70, 1, 64, 65, 63, 66, 68, 69, 67, 2, 61, 3, 4, 53, 44, 43, 36, 42, 39, 34, 35, 40, 41, 32, 33, 23, 9, 10, 11, 12, 13, 24, 30, 47, 29, 51, 17, 38, 46, 50, 16, 37, 45, 5, 15, 18, 19, 25, 6, 26, 48, 27, 28, 31, 49, 8, 7, 22, 52, 14, 21, 20, 54, 55, 56, 57, 58, 59, 60, 62]",inf,0.004963874816894531,,inf,0.5267858505249023,5454.0,2998831.0,inf,inf
cgl_88.catsp,"[0, 88, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 18, 20, 37, 36, 35, 33, 34, 28, 27, 26, 25, 21, 22, 23, 24, 29, 30, 31, 32, 83, 84, 85, 86, 38, 39, 40, 41, 42, 87, 43, 44, 45, 46, 47, 59, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 65, 66, 67, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 60, 61, 62, 63, 64, 68]",3009488.0,0.0005960464477539062,"[0, 88, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 18, 20, 37, 36, 35, 33, 34, 28, 27, 26, 25, 21, 22, 23, 24, 29, 30, 31, 32, 83, 84, 85, 86, 38, 39, 40, 41, 42, 87, 43, 44, 45, 46, 47, 59, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 65, 66, 67, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 60, 61, 62, 63, 64, 68]",inf,0.014431953430175781,,inf,0.4204442501068115,10431.0,2999057.0,inf,inf
cgl_51.catsp,"[0, 51, 1, 2, 3, 4, 5, 6, 7, 8, 37, 36, 38, 40, 41, 42, 39, 43, 47, 44, 45, 46, 48, 49, 50, 9, 10, 11, 12, 13, 29, 27, 28, 30, 31, 32, 33, 34, 35, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",2011075.0,0.00021076202392578125,"[0, 51, 1, 2, 3, 4, 5, 6, 7, 8, 37, 36, 38, 40, 41, 42, 39, 43, 47, 44, 45, 46, 48, 49, 50, 9, 10, 11, 12, 13, 29, 27, 28, 30, 31, 32, 33, 34, 35, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",inf,0.003694295883178711,,inf,0.09686279296875,12498.0,1998577.0,inf,inf
cgl_48b.catsp,"[0, 1, 48, 2, 7, 3, 4, 5, 6, 33, 32, 34, 35, 37, 38, 39, 36, 8, 10, 9, 11, 12, 21, 22, 23, 18, 19, 20, 16, 17, 14, 15, 13, 24, 41, 40, 30, 31, 29, 42, 43, 44, 45, 27, 28, 46, 47, 25, 26]",3003996.0,0.0002148151397705078,"[0, 1, 48, 2, 7, 3, 4, 5, 6, 33, 32, 34, 35, 37, 38, 39, 36, 8, 10, 9, 11, 12, 21, 22, 23, 18, 19, 20, 16, 17, 14, 15, 13, 24, 41, 40, 30, 31, 29, 42, 43, 44, 45, 27, 28, 46, 47, 25, 26]",inf,0.002535104751586914,,inf,0.1280059814453125,4271.0,2999725.0,inf,inf
cgl_73.catsp,"[0, 73, 1, 3, 4, 5, 6, 7, 2, 14, 15, 16, 17, 18, 19, 13, 8, 9, 10, 11, 12, 23, 24, 71, 25, 72, 28, 26, 27, 55, 56, 39, 31, 32, 33, 34, 35, 36, 37, 38, 57, 40, 41, 42, 43, 44, 45, 29, 30, 67, 68, 69, 70, 22, 20, 21, 46, 47, 48, 49, 50, 51, 52, 53, 54, 58, 59, 60, 61, 62, 63, 64, 65, 66]",3004435.0,0.0004458427429199219,"[0, 73, 1, 3, 4, 5, 6, 7, 2, 14, 15, 16, 17, 18, 19, 13, 8, 9, 10, 11, 12, 23, 24, 71, 25, 72, 28, 26, 27, 55, 56, 39, 31, 32, 33, 34, 35, 36, 37, 38, 57, 40, 41, 42, 43, 44, 45, 29, 30, 67, 68, 69, 70, 22, 20, 21, 46, 47, 48, 49, 50, 51, 52, 53, 54, 58, 59, 60, 61, 62, 63, 64, 65, 66]",inf,0.013496160507202148,,inf,0.34468722343444824,6263.0,2998172.0,inf,inf
cgl_57.catsp,"[0, 57, 1, 2, 3, 4, 5, 6, 12, 13, 14, 15, 16, 17, 18, 33, 53, 35, 34, 19, 20, 21, 22, 23, 24, 25, 32, 31, 26, 27, 28, 29, 30, 7, 8, 9, 10, 11, 36, 37, 38, 39, 40, 41, 51, 42, 43, 44, 45, 46, 47, 48, 49, 50, 52, 54, 56, 55]",3005582.0,0.00028705596923828125,"[0, 57, 1, 2, 3, 4, 5, 6, 12, 13, 14, 15, 16, 17, 18, 33, 53, 35, 34, 19, 20, 21, 22, 23, 24, 25, 32, 31, 26, 27, 28, 29, 30, 7, 8, 9, 10, 11, 36, 37, 38, 39, 40, 41, 51, 42, 43, 44, 45, 46, 47, 48, 49, 50, 52, 54, 56, 55]",inf,0.004982948303222656,,inf,0.1330430507659912,7999.0,2997583.0,inf,inf
