solver,estado,costo,tiempo,arcos,num_arcos,error,archivo,archivo_corregido,start_node,end_node,timestamp
highs,solved,2225.0,0.20061612129211426,"[(0, 3), (1, 5), (2, 6), (3, 1), (4, 2), (5, 4)]",6,,data_7.dat,True,0,6,2025-06-25 20:46:28.627875
cplex,failure,0.0,0.003994941711425781,[],0,,data_7.dat,True,0,6,2025-06-25 20:46:28.692248
gurobi,solved,2225.0,0.22650933265686035,"[(0, 3), (1, 5), (2, 6), (3, 1), (4, 2), (5, 4)]",6,,data_7_corregido.dat,False,0,6,2025-06-25 20:46:29.038945
highs,solved,2225.0,0.2299365997314453,"[(0, 3), (1, 5), (2, 6), (3, 1), (4, 2), (5, 4)]",6,,data_7_corregido.dat,False,0,6,2025-06-25 20:46:29.331240
cplex,failure,0.0,0.002999544143676758,[],0,,data_7_corregido.dat,False,0,6,2025-06-25 20:46:29.398013
gurobi,solved,2978.0,0.213240385055542,"[(0, 2), (1, 6), (2, 4), (3, 1), (4, 3), (5, 7), (6, 5)]",7,,data_8.dat,True,0,7,2025-06-25 20:46:29.742183
highs,solved,2978.0,0.21939349174499512,"[(0, 2), (1, 6), (2, 4), (3, 1), (4, 3), (5, 7), (6, 5)]",7,,data_8.dat,True,0,7,2025-06-25 20:46:30.753624
cplex,failure,0.0,0.004519939422607422,[],0,,data_8.dat,True,0,7,2025-06-25 20:46:30.835897
gurobi,solved,2978.0,0.2595057487487793,"[(0, 2), (1, 6), (2, 4), (3, 1), (4, 3), (5, 7), (6, 5)]",7,,data_8_corregido.dat,False,0,7,2025-06-25 20:46:31.262286
highs,solved,2978.0,0.20803403854370117,"[(0, 2), (1, 6), (2, 4), (3, 1), (4, 3), (5, 7), (6, 5)]",7,,data_8_corregido.dat,False,0,7,2025-06-25 20:46:31.538231
cplex,failure,0.0,0.0030088424682617188,[],0,,data_8_corregido.dat,False,0,7,2025-06-25 20:46:31.606829
gurobi,solved,5602.0,0.38187599182128906,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 9), (8, 16), (9, 15), (10, 12), (11, 14), (12, 8), (13, 10), (14, 13), (15, 11)]",16,,data_cgl_17.dat,True,0,16,2025-06-25 20:46:32.154269
highs,solved,5602.0,1.52130126953125,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 15), (8, 9), (9, 13), (10, 11), (11, 8), (12, 14), (13, 12), (14, 16), (15, 10)]",16,,data_cgl_17.dat,True,0,16,2025-06-25 20:46:34.169449
cplex,failure,0.0,0.0035088062286376953,[],0,,data_cgl_17.dat,True,0,16,2025-06-25 20:46:34.242954
gurobi,solved,5602.0,0.40387535095214844,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 9), (8, 16), (9, 15), (10, 12), (11, 14), (12, 8), (13, 10), (14, 13), (15, 11)]",16,,data_cgl_17_corregido.dat,False,0,16,2025-06-25 20:46:34.820402
highs,solved,5602.0,1.4489264488220215,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 15), (8, 9), (9, 13), (10, 11), (11, 8), (12, 14), (13, 12), (14, 16), (15, 10)]",16,,data_cgl_17_corregido.dat,False,0,16,2025-06-25 20:46:36.347036
cplex,failure,0.0,0.0035085678100585938,[],0,,data_cgl_17_corregido.dat,False,0,16,2025-06-25 20:46:36.420056
gurobi,solved,810.0,0.2770571708679199,"[(0, 2), (1, 3), (2, 1)]",3,,data_corregido.dat,False,0,3,2025-06-25 20:46:36.855154
highs,solved,810.0,0.24655795097351074,"[(0, 2), (1, 3), (2, 1)]",3,,data_corregido.dat,False,0,3,2025-06-25 20:46:37.176536
cplex,failure,0.0,0.0030014514923095703,[],0,,data_corregido.dat,False,0,3,2025-06-25 20:46:37.242189
