solver,estado,costo,tiempo,arcos,num_arcos,error,archivo,archivo_corregido,start_node,end_node,timestamp
gurobi,solved,2978.0,0.22259092330932617,"[(0, 2), (1, 6), (2, 4), (3, 1), (4, 3), (5, 7), (6, 5)]",7,,data_8_corregido.dat,False,0,7,2025-06-25 21:52:06.250663
highs,solved,2978.0,0.18732166290283203,"[(0, 2), (1, 6), (2, 4), (3, 1), (4, 3), (5, 7), (6, 5)]",7,,data_8_corregido.dat,False,0,7,2025-06-25 21:52:06.510679
cplex,failure,0.0,0.0020105838775634766,[],0,,data_8_corregido.dat,False,0,7,2025-06-25 21:52:06.565014
gurobi,solved,5602.0,0.30586934089660645,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 9), (8, 16), (9, 15), (10, 12), (11, 14), (12, 8), (13, 10), (14, 13), (15, 11)]",16,,data_cgl_17.dat,True,0,16,2025-06-25 21:52:06.985981
highs,solved,5602.0,1.2335221767425537,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 15), (8, 9), (9, 13), (10, 11), (11, 8), (12, 14), (13, 12), (14, 16), (15, 10)]",16,,data_cgl_17.dat,True,0,16,2025-06-25 21:52:08.272894
cplex,failure,0.0,0.0035080909729003906,[],0,,data_cgl_17.dat,True,0,16,2025-06-25 21:52:08.328518
gurobi,solved,5602.0,0.29470181465148926,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 9), (8, 16), (9, 15), (10, 12), (11, 14), (12, 8), (13, 10), (14, 13), (15, 11)]",16,,data_cgl_17_corregido.dat,False,0,16,2025-06-25 21:52:08.734900
highs,solved,5602.0,1.1622862815856934,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 15), (8, 9), (9, 13), (10, 11), (11, 8), (12, 14), (13, 12), (14, 16), (15, 10)]",16,,data_cgl_17_corregido.dat,False,0,16,2025-06-25 21:52:09.948242
cplex,failure,0.0,0.003512859344482422,[],0,,data_cgl_17_corregido.dat,False,0,16,2025-06-25 21:52:10.003927
gurobi,solved,810.0,0.19902420043945312,"[(0, 2), (1, 3), (2, 1)]",3,,data_corregido.dat,False,0,3,2025-06-25 21:52:10.308292
highs,solved,810.0,0.14685297012329102,"[(0, 2), (1, 3), (2, 1)]",3,,data_corregido.dat,False,0,3,2025-06-25 21:52:10.503723
cplex,failure,0.0,0.0019996166229248047,[],0,,data_corregido.dat,False,0,3,2025-06-25 21:52:10.554927
